id,new,old,radical,strokes,grade,year_added,Unnamed: 7,translation
1753,普,,日,12,S,,,général
1754,腐,,肉,14,S,,,pourri
1755,敷,,攴,15,S,,,suffixe indiquant la taille de la pièce (suivant un nombre de tatamis et un comptoir)
1756,膚,,肉,15,S,,,"grain (par exemple, du bois)"
1757,賦,,貝,15,S,,,prose rimée chinoise classique
1758,譜,,言,19,S,,,partition (musicale)
1759,侮,侮,人,8,S,,,(quelque chose) méprisé
1760,武,,止,8,5,,,force militaire
1761,部,,邑,11,3,,,département (dans une organisation)
1762,舞,,舛,15,S,,,danse
1763,封,,寸,9,S,,,sceller
1764,風,,風,9,2,,,Partie non cousue d'une manche pendante d'un vêtement traditionnel de femme japonaise
1765,伏,,人,6,S,,,visage
1766,服,,月,8,3,,,deuil
1767,副,,刀,11,4,,,vice-
1768,幅,,巾,12,S,,,largeur
1769,復,,彳,12,5,,,et
1770,福,福,示,13,3,,,bonne fortune
1771,腹,,肉,13,6,,,son véritable motif
1772,複,,衣,14,5,,,double
1773,覆,,襾,18,S,,,cap (sur la côte)
1774,払,拂,手,5,S,,,"payer (par exemple, de l'argent, une facture, ses impôts, etc.)"
1775,沸,,水,8,S,,,voir
1776,仏,佛,人,4,5,,,France
1777,物,,牛,8,3,,,chose
1778,粉,,米,10,4,,,poudre
1779,紛,,糸,10,S,,,confusion
1780,雰,,雨,12,S,1981.0,,l'air
1781,噴,,口,15,S,,,jet (d'eau)
1782,墳,,土,15,S,,,tumulus
1783,憤,,心,15,S,,,ressentiment
1784,奮,,大,16,6,,,remuer
1785,分,,刀,4,2,,,"0,1 degré (un dixième de do, utilisé pour mesurer la température du corps sur n'importe quelle échelle de température)"
1786,文,,文,4,1,,,(dans la musique traditionnelle orientale) pas (correspondant à un demi-ton occidental)
1787,聞,,耳,14,2,,,audition
1788,丙,,一,5,S,,,3ème au classement
1789,平,,干,5,3,,,ordinaire
1790,兵,,八,7,4,,,guerre
1791,併,倂,人,8,S,,,ensemble
1792,並,竝,立,8,6,,,"rangée de (par exemple, maisons)"
1793,柄,,木,9,S,,,"tige (d'un champignon, d'une feuille, etc.)"
1794,陛,,阜,10,6,,,Majesté impériale
1795,閉,,門,11,6,,,fermeture
1796,塀,塀,土,12,S,1981.0,,mur
1797,幣,,巾,15,S,,,personnel avec des banderoles en papier tressé
1798,弊,,廾,15,S,,,préjudice
1799,蔽,,艸,15,S,2010.0,,couverture
1800,餅,餠,食,15,S,2010.0,,gâteau de riz mochi
1801,米,,米,6,2,,,riz
1802,壁,,土,16,S,,,mur
1803,璧,,玉,18,S,2010.0,,bi (ancien artefact chinois ; disque plat en jade ou en verre avec un trou circulaire au centre)
1804,癖,,疒,18,S,,,particularité
1805,別,,刀,7,4,,,séparer
1806,蔑,,艸,14,S,2010.0,,mépris
1807,片,,片,4,6,,,pièce
1808,辺,邊,辵,5,4,,,"suffixe utilisé comme indicateur approximatif de lieu, de direction, de temps, etc."
1809,返,,辵,7,3,,,Je (utilisé lorsque l'on s'adresse à ses égaux ou à ses inférieurs)
1810,変,變,言,9,4,,,changer
1811,偏,,人,11,S,,,radical gauche d'un caractère
1812,遍,,辵,12,S,,,nombre de fois
1813,編,,糸,15,5,,,compilation (d'un texte)
1814,弁,辨瓣辯,辛瓜辛,5,5,,,soupape
1815,便,,人,9,4,,,courrier
1816,勉,勉,力,10,3,,,swot
1817,歩,步,止,8,2,,,fantassin (période Edo)
1818,保,,人,9,5,,,entretien
1819,哺,,口,10,S,2010.0,,soins infirmiers
1820,捕,,手,10,S,,,crise
1821,補,,衣,12,6,,,période d'essai ...
1822,舗,,舌,15,S,,,magasin
1823,母,,毋,5,2,,,mère
1824,募,,力,12,S,,,le recrutement
1825,墓,,土,13,5,,,tombeau
1826,慕,,心,14,S,,,désir ardent
1827,暮,,日,14,6,,,fin
1828,簿,,竹,19,S,,,registre
1829,方,,方,4,2,,,"côté (par exemple, ""du côté de ma mère"")"
1830,包,,勹,5,4,,,yourte
1831,芳,,艸,7,S,,,parfum
1832,邦,,邑,7,S,,,pays
1833,奉,,大,8,S,,,exécuter la volonté de son seigneur (ou d'un dignitaire)
1834,宝,寶,宀,8,6,,,trésor
1835,抱,,手,8,S,,,"abriter (par exemple, la rancune)"
1836,放,,攴,8,3,,,se débarrasser de ses attaches (dans le zen)
1837,法,,水,8,4,,,loi
1838,泡,,水,8,S,1981.0,,mousse
1839,胞,,肉,9,S,,,follicule (en particulier follicule ovarien)
1840,俸,,人,10,S,1981.0,,salaire
1841,倣,,人,10,S,,,copie
1842,峰,,山,10,S,,,pic
1843,砲,,石,10,S,,,pistolet
1844,崩,,山,11,S,,,effondrement
1845,訪,,言,11,6,,,visiter
1846,報,,土,12,5,,,l'information
1847,蜂,,虫,13,S,2010.0,,guêpe
1848,豊,豐,豆,13,5,,,richesse
1849,飽,,食,13,S,,,un dixième de la distance entre la base et le sommet d'une montagne
1850,褒,襃,衣,15,S,1981.0,,louanges
1851,縫,,糸,16,S,,,couture
1852,亡,,亠,3,6,,,morts
1853,乏,,丿,4,S,,,la pauvreté
1854,忙,,心,6,S,,,occupé
1855,坊,,土,7,S,,,(vocatif) garçon
1856,妨,,女,7,S,,,entrave
1857,忘,,心,7,6,,,oublier
1858,防,,阜,7,5,,,protection
1859,房,,戶,8,S,,,touffe
1860,肪,,肉,8,S,,,gras
1861,某,,木,9,S,,,certain
1862,冒,,冂,9,S,,,sacrilège
1863,剖,,刀,10,S,,,nécropsie
1864,紡,,糸,10,S,,,filature
1865,望,,月,11,4,,,pleine lune
1866,傍,,人,12,S,,,à côté
1867,帽,,巾,12,S,,,capuchon
1868,棒,,木,12,6,,,tige
1869,貿,,貝,12,5,,,commerce
1870,貌,,豸,14,S,2010.0,,honneur
1871,暴,,日,15,5,,,tyrannie
1872,膨,,肉,16,S,,,gonflement
1873,謀,,言,16,S,,,stratégie
1874,頰,,頁,16,S,2010.0,,joue (du visage)
1875,北,,匕,5,2,,,nord
1876,木,,木,4,1,,,arbre
1877,朴,,木,6,S,1981.0,,Ortie de Chine
1878,牧,,牛,8,4,,,pâturages
1879,睦,,目,13,S,2010.0,,amitié
1880,僕,,人,14,S,1981.0,,moi
1881,墨,墨,土,14,S,,,"encre (de seiche, etc.)"
1882,撲,,手,15,S,,,matraque
1883,没,沒,水,7,S,,,manquant
1884,勃,,力,9,S,2010.0,,érection (usu. pénis)
1885,堀,,土,11,S,1981.0,,canal
1886,本,,木,5,1,,,"compteur pour les films, les émissions de télévision, etc."
1887,奔,,大,8,S,,,goût
1888,翻,飜,飛,18,S,,,Récipient pour les eaux usées (cérémonie du thé)
1889,凡,,几,3,S,,,grossièrement
1890,盆,,皿,9,S,,,O-Bon
1891,麻,,麻,11,S,,,chanvre (fibres)
1892,摩,,手,15,S,,,"ma (un des trigrammes du Yi King : montagne, nord-est)"
1893,磨,,石,16,S,1981.0,,lattes (utilisées comme fondation pour un mur enduit de boue)
1894,魔,,鬼,21,S,,,démon
1895,毎,每,毋,6,2,,,chacun
1896,妹,,女,8,2,,,ma fiancée
1897,枚,,木,8,6,,,facture
1898,昧,,日,9,S,2010.0,,ambiguë
1899,埋,,土,10,S,,,remplissage
1900,幕,,巾,13,6,,,rideau
1901,膜,,肉,14,S,,,membrane
1902,枕,,木,8,S,2010.0,,oreiller
1903,又,,又,2,S,,,et
1904,末,,木,5,4,,,"clôture (par exemple, clôture du mois)"
1905,抹,,手,8,S,1981.0,,gomme
1906,万,萬,艸,3,2,,,dix mille
1907,満,滿,水,12,4,,,"complet (années, etc.)"
1908,慢,,心,14,S,,,fierté
1909,漫,,水,14,S,,,manzai (dialogue comique) accompagné de musique
1910,未,,木,5,4,,,un-
1911,味,,口,8,3,,,saveur
1912,魅,,鬼,15,S,,,fascination
1913,岬,,山,8,S,1981.0,,cap (sur la côte)
1914,密,,宀,11,6,,,densité
1915,蜜,,虫,14,S,2010.0,,nectar
1916,脈,,肉,10,4,,,impulsion
1917,妙,,女,7,S,,,(quelque chose) de superbe
1918,民,,氏,5,4,,,les personnes
1919,眠,,目,10,S,,,dormir
1920,矛,,矛,5,S,,,bras
1921,務,,力,11,5,,,devoir
1922,無,,火,12,4,,,néant
1923,夢,,夕,13,5,,,rêve
1924,霧,,雨,19,S,,,brouillard
1925,娘,,女,10,S,,,(d'après un métier) -ess
1926,名,,口,6,1,,,nom
1927,命,,口,8,3,,,vie
1928,明,,日,8,2,,,"Ming (dynastie de Chine, 1368-1644)"
1929,迷,,辵,9,5,,,"errant (par exemple, chien, chat)"
1930,冥,,冖,10,S,2010.0,,sombre
1931,盟,,皿,13,6,,,engagement
1932,銘,,金,14,S,,,inscription
1933,鳴,,鳥,14,2,,,rugir
1934,滅,,水,13,S,,,périr
1935,免,免,儿,8,S,,,licenciement
1936,面,,面,9,3,,,masque (en particulier un masque noh ou kyogen)
1937,綿,,糸,14,5,,,coton
1938,麺,麵,麥,16,S,2010.0,,nouilles
1939,茂,,艸,8,S,,,(après le radical -masu d'un verbe) indique que ...
1940,模,,木,14,6,,,bloc d'impression en bois
1941,毛,,毛,4,2,,,"0,03 mm (un millième de soleil)"
1942,妄,,女,6,S,1981.0,,"l'esprit illusoire (un esprit pollué par klesha, incapable de comprendre l'essence originelle des choses)"
1943,盲,,目,8,S,,,cécité
1944,耗,,耒,10,S,,,porter
1945,猛,,犬,11,S,,,féroce
1946,網,,糸,14,S,,,compensation
1947,目,,目,5,1,,,-ish
1948,黙,默,黑,15,S,,,silence
1949,門,,門,8,2,,,porte
1950,紋,,糸,10,S,,,les armoiries
1951,問,,口,11,3,,,question
1952,冶,,冫,7,S,2010.0,,fonte
1953,夜,,夕,8,2,,,nuit
1954,野,,里,11,2,,,sauvage
1955,弥,彌,弓,8,S,2010.0,,de plus en plus
1956,厄,,厂,4,S,1981.0,,malheur
1957,役,,彳,7,3,,,service
1958,約,,糸,9,4,,,à propos de
1959,訳,譯,言,11,6,,,la traduction
1960,薬,藥,艸,16,3,,,glaçure (poterie)
1961,躍,,足,21,S,,,saut
1962,闇,,門,17,S,2010.0,,l'obscurité
1963,由,,田,5,3,,,raison
1964,油,,水,8,3,,,huile
1965,喩,,口,12,S,2010.0,,métaphore
1966,愉,,心,12,S,,,plaisir
1967,諭,,言,16,S,,,mélodie
1968,輸,,車,16,5,,,le transport
1969,癒,,疒,18,S,1981.0,,guérison
1970,唯,,口,11,S,,,gratuit
1971,友,,又,4,2,,,camarade
1972,有,,月,6,3,,,ayant
1973,勇,,力,9,4,,,courage
1974,幽,,幺,9,S,,,幽(幽幽)
1975,悠,,心,11,S,1981.0,,"Yu (dynastie de Chine, 221-263 CE)"
1976,郵,,邑,11,6,,,courrier (post)
1977,湧,,水,12,S,2010.0,,puits (haut)
1978,猶,,犬,12,S,,,plus
1979,裕,,衣,12,S,,,"yuzu (espèce de cédrat asiatique aromatique, Citrus junos)"
1980,遊,,辵,12,3,,,"l'errance (par exemple, l'oiseau, l'exil, le mode de vie)"
1981,雄,,隹,12,S,,,mâle
1982,誘,,言,14,S,,,invitation
1983,憂,,心,15,S,,,mélancolie
1984,融,,虫,16,S,,,fusion
1985,優,,人,17,6,,,supérieur
1986,与,與,臼,3,S,,,avec ...
1987,予,豫,豕,4,3,,,plus
1988,余,餘,食,7,5,,,plus de
1989,誉,譽,言,13,S,,,honneur
1990,預,,頁,13,5,,,garder
1991,幼,,幺,5,6,,,jeune
1992,用,,用,5,2,,,utiliser
1993,羊,,羊,6,3,,,mouton (Ovis aries)
1994,妖,,女,7,S,2010.0,,ensorceler
1995,洋,,水,9,3,,,Occidentale
1996,要,,襾,9,4,,,besoin
1997,容,,宀,10,5,,,forme
1998,庸,,广,11,S,,,taxe payée pour éviter le travail forcé (période ritsuryo)
1999,揚,,手,12,S,,,haricots verts frits
2000,揺,搖,手,12,S,,,cahotant
2001,葉,,艸,12,3,,,feuille
2002,陽,,阜,12,3,,,lumière du soleil
2003,溶,,水,13,S,,,solution (par exemple chimique)
2004,腰,,肉,13,S,,,taille
2005,様,樣,木,14,3,,,-voies
2006,瘍,,疒,14,S,2010.0,,tumeur
2007,踊,,足,14,S,,,danse
2008,窯,,穴,15,S,,,four
2009,養,,食,15,4,,,nourrir
2010,擁,,手,16,S,,,avoir (quelque chose) en arrière-plan
2011,謡,謠,言,16,S,,,chant du nô
2012,曜,,日,18,2,,,jour
2013,抑,,手,7,S,,,à l'origine
2014,沃,,水,7,S,2010.0,,terre fertile
2015,浴,,水,10,4,,,bain
2016,欲,,欠,11,6,,,cupidité
2017,翌,,羽,11,6,,,les suivants
2018,翼,,羽,17,S,,,aile
2019,拉,,手,8,S,2010.0,,Latin (langue)
2020,裸,,衣,13,S,,,nue
2021,羅,,网,19,S,1981.0,,un tissu ou un vêtement léger
2022,来,來,人,7,2,,,"prochain (année, etc.)"
2023,雷,,雨,13,S,,,foudre
2024,頼,賴,貝,16,S,,,dépendance
2025,絡,,糸,12,S,,,lien
2026,落,,艸,12,3,,,la fin
2027,酪,,酉,13,S,,,les produits laitiers (en particulier le beurre)
2028,辣,,辛,14,S,2010.0,,astucieux
2029,乱,亂,乙,7,6,,,guerre
2030,卵,,卩,7,6,,,œuf
2031,覧,覽,見,17,6,,,(après la forme -te d'un verbe) (s'il vous plaît) essayez de
2032,濫,,水,18,S,,,débordant
2033,藍,,艸,18,S,2010.0,,indigo (teinture)
2034,欄,欄,木,20,S,,,"champ (dans un formulaire, une page web, etc.)"
2035,吏,,口,6,S,,,un fonctionnaire
2036,利,,刀,7,4,,,intérêt
2037,里,,里,7,2,,,village
2038,理,,玉,11,2,,,(dans le néo-confucianisme) les principes sous-jacents du cosmos
2039,痢,,疒,12,S,,,diarrhée
2040,裏,,衣,13,6,,,"contraire (d'une prédiction, du bon sens, etc.)"
2041,履,,尸,15,S,,,chaussures
2042,璃,,玉,15,S,2010.0,,lapis-lazuli (couleur)
2043,離,,隹,19,S,,,"li (un des trigrammes du Yi King : feu, sud)"
2044,陸,,阜,11,4,,,terre
2045,立,,立,5,1,,,en cours d'utilisation
2046,律,,彳,9,6,,,(dans la musique traditionnelle orientale) pas (correspondant à un demi-ton occidental)
2047,慄,,心,13,S,2010.0,,frisson
2048,略,,田,11,5,,,abréviation
2049,柳,,木,9,S,,,saule pleureur (Salix babylonica)
2050,流,,水,10,3,,,méthode de
2051,留,,田,10,5,,,"restant (par exemple, poste-restante)"
2052,竜,龍,龍,10,S,1981.0,,Tour promue (shogi)
2053,粒,,米,11,S,,,"compteur pour les petits objets ronds tels que les grains, les graines, les pilules, les gouttes"
2054,隆,隆,阜,11,S,,,"crête (par exemple, d'une montagne)"
2055,硫,,石,12,S,,,soufre (S)
2056,侶,,人,9,S,2010.0,,suite
2057,旅,,方,10,3,,,voyage
2058,虜,虜,虍,13,S,,,prisonnier
2059,慮,,心,15,S,,,considération
2060,了,,亅,2,S,,,finir
2061,両,兩,入,6,3,,,à la fois
2062,良,,艮,7,4,,,bon
2063,料,,斗,10,4,,,taxe
2064,涼,,水,11,S,,,brise fraîche
2065,猟,獵,犬,11,S,,,chasse
2066,陵,,阜,11,S,,,Tombeau de l'empereur
2067,量,,里,12,4,,,montant
2068,僚,,人,14,S,,,collègue
2069,領,,頁,14,5,,,"territoire (pré-Taïka : sous la cour de Yamato ; Heian : sous un gouverneur de province, etc.)"
2070,寮,,宀,15,S,,,bureau (département gouvernemental sous un ministère dans le système ritsuryo)
2071,療,,疒,17,S,,,thérapie
2072,瞭,,目,17,S,2010.0,,"son (en particulier le son distinctif d'un objet ou d'une activité, par exemple la pluie ou les coups de feu)"
2073,糧,,米,18,S,,,dispositions
2074,力,,力,2,1,,,pouvoir
2075,緑,綠,糸,14,3,,,vert
2076,林,,木,8,1,,,forêt
2077,厘,,厂,9,S,,,"0,0375 gramme (un centième de monme)"
2078,倫,,人,10,S,,,l'éthique
2079,輪,,車,15,4,,,cercle
2080,隣,,阜,16,S,,,voisin (neighbour)
2081,臨,,臣,18,6,,,visite de l'empereur
2082,瑠,,玉,14,S,2010.0,,échelon (d'une échelle)
2083,涙,淚,水,10,S,,,déchirure
2084,累,,糸,11,S,,,implication
2085,塁,壘,土,12,S,,,base (baseball)
2086,類,類,頁,18,4,,,type
2087,令,,人,5,4,,,commande
2088,礼,禮,示,5,3,,,remerciement
2089,冷,,冫,7,4,,,froid
2090,励,勵,力,7,S,,,encouragement
2091,戻,戾,戶,7,S,1981.0,,retour
2092,例,,人,8,4,,,Exemple.
2093,鈴,,金,13,S,,,cloche (souvent globulaire)
2094,零,,雨,13,S,,,zéro
2095,霊,靈,雨,15,S,,,esprit
2096,隷,,隶,16,S,,,esclaves
2097,齢,齡,齒,17,S,,,l'âge (d'une personne)
2098,麗,,鹿,19,S,,,belle
2099,暦,曆,日,14,S,,,calendrier
2100,歴,歷,止,14,4,,,l'histoire
2101,列,,刀,6,3,,,chaîne de caractères
2102,劣,,力,6,S,,,inférieur
2103,烈,,火,10,S,,,violent
2104,裂,,衣,12,S,,,fissure
2105,恋,戀,心,10,S,,,amour
2106,連,,辵,10,4,,,entreprise
2107,廉,,广,13,S,,,bon marché
2108,練,練,糸,14,3,,,pétrissage
2109,錬,鍊,金,16,S,,,bien formé
2110,呂,,口,7,S,2010.0,,six notes paires de l'ancienne gamme chromatique
2111,炉,爐,火,8,S,,,four
2112,賂,,貝,13,S,2010.0,,pot-de-vin
2113,路,,足,13,3,,,route
2114,露,,雨,21,S,,,exposée
2115,老,,老,6,4,,,l'ancien
2116,労,勞,力,7,4,,,travail
2117,弄,,廾,7,S,2010.0,,"jouer avec (ses émotions, etc.)"
2118,郎,郞,邑,9,S,,,"suivre (c'est-à-dire un ensemble de règles, de règlements, etc.)"
2119,朗,朗,月,10,6,,,clarté
2120,浪,,水,10,S,,,vague
2121,廊,廊,广,12,S,,,couloir
2122,楼,樓,木,13,S,,,tour
2123,漏,,水,14,S,,,les fuites (par exemple de pluie)
2124,籠,,竹,22,S,2010.0,,"panier (courses, etc.)"
2125,六,,八,4,1,,,six
2126,録,錄,金,16,4,,,enregistrer
2127,麓,,鹿,19,S,2010.0,,base
2128,論,,言,15,6,,,discussion
2129,和,,口,8,3,,,somme
2130,話,,言,13,2,,,parler
2131,賄,,貝,13,S,,,pot-de-vin
2132,脇,,肉,10,S,2010.0,,hors sujet
2133,惑,,心,12,S,,,perplexité
2134,枠,,木,8,S,1981.0,,boîte
2135,湾,灣,水,12,S,,,golfe
2136,腕,,肉,12,S,,,bras
